sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,Less than 25,Native American,0,0,0,1.0,-1.0,M,Battery,1,1,Battery,1,Low,1
Female,Less than 25,African-American,0,0,3,3.0,-1.0,F,Aggravated Assault W/Dead Weap,1,1,Battery,3,Low,1
Female,Greater than 45,African-American,0,0,0,0.0,-1.0,F,Burglary Dwelling Occupied,1,0,Trespass Struct/Conveyance,0,Low,1
Male,Less than 25,Asian,0,1,0,2.0,-1.0,F,Poss Unlaw Issue Driver Licenc,0,0,,2,High,0
Male,25 - 45,Native American,0,0,0,0.0,-1.0,M,Child Abuse,0,0,,0,High,0
Male,25 - 45,Caucasian,0,0,0,1.0,-1.0,M,Felony Batt(Great Bodily Harm),1,0,,1,Low,0
Female,25 - 45,Caucasian,0,0,0,0.0,0.0,M,Felony Petit Theft,0,0,,0,Low,0
Male,Less than 25,Other,0,0,0,3.0,-1.0,F,Poss Cocaine/Intent To Del/Sel,1,0,Burglary Structure Unoccup,3,High,1
Female,Greater than 45,Hispanic,0,0,0,0.0,-1.0,M,Driving While License Revoked,0,0,,0,Low,0
Female,Less than 25,Hispanic,0,0,1,1.0,-22.0,M,Traff In Cocaine <400g>150 Kil,0,0,,1,Low,0
Male,Greater than 45,African-American,1,0,0,11.0,-1.0,F,Possession Of Buprenorphine,0,0,,11,Low,0
Male,Less than 25,Caucasian,0,0,0,0.0,0.0,F,Possession of Cocaine,1,1,Felon in Pos of Firearm or Amm,0,High,1
Male,25 - 45,Other,0,0,0,0.0,-1.0,F,Felon in Pos of Firearm or Amm,1,0,Leave Acc/Attend Veh/More $50,0,Medium,1
Male,25 - 45,Other,0,1,0,9.0,-1.0,F,Possession of Cocaine,1,0,Viol Injunct Domestic Violence,9,High,1
Female,Greater than 45,Hispanic,0,0,0,0.0,-1.0,M,Possession Of Clonazepam,0,0,,0,Low,0
Female,Greater than 45,Caucasian,0,0,0,0.0,0.0,M,Felon in Pos of Firearm or Amm,1,0,Viol Pretrial Release Dom Viol,0,Low,1
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Driving While License Revoked,1,0,No Court Susp Petit Theft,0,Low,1
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Possession of Cocaine,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Manufacture Cannabis,1,1,Viol Injunct Domestic Violence,0,Low,1
Male,25 - 45,African-American,0,0,0,2.0,-1.0,F,Burglary Dwelling Occupied,0,0,,2,Medium,0
Female,Greater than 45,Other,0,0,0,14.0,-1.0,F,Purchase/P/W/Int Cannabis,0,0,,14,High,0
Male,25 - 45,African-American,0,0,0,2.0,-1.0,M,Attempted Burg/struct/unocc,0,0,,2,Low,0
Female,Less than 25,African-American,0,0,0,4.0,-1.0,F,Purchase Cannabis,1,1,Battery on Law Enforc Officer,4,High,1
Male,25 - 45,Native American,0,0,0,0.0,-1.0,M,Unlawful Conveyance of Fuel,0,0,,0,Low,0
