sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Female,Less than 25,Caucasian,0,0,0,1.0,-1.0,F,Grand Theft in the 3rd Degree,0,0,Possess Cannabis/20 Grams Or Less,1,Medium,0
Male,Greater than 45,Other,0,0,0,0.0,0.0,M,Aggravated Battery,0,0,,0,Low,0
Female,Greater than 45,Caucasian,0,0,0,1.0,-20.188601857607495,F,DUI Property Damage/Injury,1,0,Resist/Obstruct W/O Violence,1,Low,1
Female,25 - 45,African-American,0,0,0,2.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Possess Cannabis/20 Grams Or Less,2,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Aggravated Battery,0,0,,0,Medium,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,DUI - Enhanced,1,0,Resist/Obstruct W/O Violence,0,High,1
Male,Less than 25,African-American,0,0,0,0.0,-1.0,M,Failure To Return Hired Vehicle,1,1,Battery,0,Medium,1
Male,Greater than 45,Caucasian,0,0,0,0.0,0.0,M,DUI - Enhanced,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-2.0,M,DUI - Enhanced,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,1.0,-4.0,F,Possession of Cocaine,0,0,Resist/Obstruct W/O Violence,1,Low,0
Male,Less than 25,African-American,0,3,0,7.0,-10.0,F,Operating W/O Valid License,0,0,Grand Theft in the 3rd Degree,7,High,1
Male,Less than 25,African-American,0,0,0,0.0,0.0,F,DUI - Enhanced,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,3.0,-1.0,M,Battery,0,0,Fail Register Vehicle,3,Medium,0
Male,25 - 45,Caucasian,0,0,0,5.0,0.0,F,Possession of Cocaine,1,0,Resist/Obstruct W/O Violence,5,Low,0
Male,25 - 45,African-American,0,0,0,7.0,0.0,M,Operating W/O Valid License,1,0,Resist/Obstruct W/O Violence,7,High,1
Male,Greater than 45,African-American,0,0,0,6.0,-1.0,M,Battery,1,0,Possess Cannabis/20 Grams Or Less,6,Low,1
