sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Female,Greater than 45,African-American,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,5.0,0.0,F,Aggrav Child Abuse-Causes Harm,1,0,Possess Cannabis/20 Grams Or Less,5,Medium,1
Male,25 - 45,African-American,0,0,0,4.0,-1.0,F,arrest case no charge,1,1,Tamper With Victim,4,High,0
Male,Greater than 45,African-American,0,0,0,14.0,-1.0,F,Possession of Cocaine,1,0,Petit Theft,14,Low,1
Male,Less than 25,African-American,0,0,0,1.0,-1.0,F,Possession of Cocaine,1,0,Possess Cannabis/20 Grams Or Less,1,Medium,1
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,,0,Low,0
Male,25 - 45,Hispanic,0,0,1,2.0,0.0,M,Battery,0,0,,2,Low,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Felony Driving While Lic Suspd,0,0,,0,Low,0
Male,Greater than 45,African-American,0,0,0,22.0,-1.0,F,Possession of Cocaine,1,0,Possession of Cocaine,22,High,1
Male,Greater than 45,African-American,0,0,0,4.0,-1.0,M,Grand Theft in the 3rd Degree,1,0,Resist/Obstruct W/O Violence,4,Medium,1
Male,25 - 45,African-American,0,0,0,6.0,-1.0,F,Poss Cocaine/Intent To Del/Sel,0,0,Driving License Suspended,6,Low,0
Male,25 - 45,African-American,0,0,0,5.0,-1.0,F,Agg Assault W/int Com Fel Dome,0,0,,5,Low,0
Female,25 - 45,Caucasian,0,0,2,2.0,-1.0,F,arrest case no charge,1,0,Possess Drug Paraphernalia,2,Medium,1
Male,25 - 45,Hispanic,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Other,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,,0,Low,0
Male,Less than 25,African-American,0,0,0,3.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Resist/Obstruct W/O Violence,3,High,1
Male,25 - 45,African-American,0,0,0,25.148163046595617,-1.0,F,Possession of Cocaine,1,1,Battery,25,High,1
Male,Greater than 45,Caucasian,0,0,0,1.0,-1.0,M,arrest case no charge,0,0,,1,Low,0
Male,Less than 25,Caucasian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,High,0
Female,Greater than 45,Caucasian,0,0,0,0.0,-2.0,F,Grand Theft in the 3rd Degree,1,0,Drink/Premises Licensed Estab,0,Medium,1
Male,Less than 25,Hispanic,0,0,0,0.0,0.0,F,arrest case no charge,1,0,Grand Theft in the 3rd Degree,0,Medium,1
Male,Greater than 45,African-American,0,0,0,1.0,0.0,F,Pos Cannabis W/Intent Sel/Del,0,0,,1,Medium,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Trans/Harm/Material to a Minor,0,0,,0,High,0
Female,Less than 25,African-American,0,0,0,1.0,-1.0,F,Battery on Law Enforc Officer,1,0,Driving License Suspended,1,Medium,1
Female,Greater than 45,African-American,0,0,0,7.0,-1.0,F,Fraudulent Use of Credit Card,0,0,,7,Medium,0
Male,Less than 25,African-American,0,0,0,2.0,0.0,F,Trans/Harm/Material to a Minor,1,0,,2,High,1
Male,Greater than 45,Caucasian,0,0,0,1.0,-13.0,M,Battery,0,0,,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2.0,0.0,F,arrest case no charge,0,0,,2,Medium,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Burglary Dwelling Assault/Batt,1,1,Aggrav Battery w/Deadly Weapon,0,Low,1
Male,25 - 45,Caucasian,0,0,0,1.0,0.0,F,Aggravated Battery / Pregnant,0,0,False Verif Ownership Pawn Shp,1,Medium,0
Male,Less than 25,African-American,0,0,0,1.0,-1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,,1,Low,0
Female,25 - 45,African-American,0,0,0,3.0,-1.0,M,Battery on Law Enforc Officer,0,0,,3,Medium,0
Male,Greater than 45,African-American,0,0,0,1.0,-1.0,F,Possession of Cocaine,1,0,,1,Low,0
Male,25 - 45,African-American,0,0,0,1.0,-1.0,F,arrest case no charge,1,0,,1,Low,1
Male,Greater than 45,Caucasian,0,0,0,0.0,-1.0,M,DUI Property Damage/Injury,0,0,,0,Low,0
Male,Greater than 45,Caucasian,0,0,0,14.0,-1.0,F,Driving While License Revoked,1,0,Possession of Morphine,14,Low,1
