sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,Greater than 45,Caucasian,0,0,0,1.0,-2.0,F,Oper Motorcycle W/O Valid DL,1,0,Felony Battery,1,Low,1
Male,25 - 45,Hispanic,0,0,0,3.0,-1.0,F,Attempted Burg/struct/unocc,1,0,,3,Low,0
Male,Less than 25,African-American,0,0,0,1.0,-1.0,M,Battery,1,1,Battery,1,Low,1
Male,Greater than 45,Other,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,13.0,27.424849267436294,F,arrest case no charge,1,0,Interfere With K9/Horses Duties,14,Medium,1
Male,25 - 45,African-American,0,0,0,15.0,-1.0,M,Intoxicated/Safety Of Another,1,1,Disorderly Conduct,15,High,1
Male,25 - 45,Caucasian,0,0,0,4.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Aggrav Child Abuse-Agg Battery,4,Medium,1
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Felony Battery (Dom Strang),0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,1.0,-1.0,F,arrest case no charge,0,0,,1,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Robbery / No Weapon,0,High,1
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Possess Weapon On School Prop,0,1,Possess Cannabis/20 Grams Or Less,0,Medium,1
Male,25 - 45,Caucasian,3,0,1,13.0,-1.0,F,arrest case no charge,1,0,Driving License Suspended,13,Low,1
Female,25 - 45,Hispanic,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,16.0,-1.0,F,Felony Battery (Dom Strang),1,0,Viol Pretrial Release Dom Viol,16,Medium,1
Male,Greater than 45,Hispanic,0,0,0,1.0,0.0,M,Possession Of Methamphetamine,0,0,,1,Low,0
Female,25 - 45,African-American,0,0,0,7.0,-1.0,F,Felony Petit Theft,1,0,Operating W/O Valid License,7,Medium,1
Male,Less than 25,Caucasian,0,0,0,0.0,-1.0,F,Possession Of Methamphetamine,0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,0.0,-1.0,F,Felony Battery (Dom Strang),0,0,,0,Low,0
Male,25 - 45,African-American,0,0,0,6.0,-1.0,M,Criminal Mischief,1,0,,6,Medium,1
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,Greater than 45,Caucasian,0,0,0,2.0,-1.0,M,Battery,1,0,DUI- Enhanced,2,Low,0
Male,Less than 25,African-American,0,1,0,1.0,-1.0,F,Battery,0,0,,1,Medium,0
Male,Less than 25,African-American,0,0,1,1.0,0.0,F,Possession Of Methamphetamine,1,0,Carrying A Concealed Weapon,1,Medium,1
Male,Greater than 45,African-American,0,0,0,2.0,-17.0,F,Intoxicated/Safety Of Another,1,1,Tamper With Victim,2,Low,1
Male,Less than 25,African-American,0,0,0,0.0,-1.0,F,Possession of Ethylone,0,0,,0,Low,0
Male,Greater than 45,Caucasian,0,0,0,0.0,-3.0,M,Prowling/Loitering,0,0,,0,Low,0
Male,Less than 25,African-American,0,0,0,1.0,0.0,F,Unlaw Lic Use/Disply Of Others,1,0,Driving License Suspended,1,Low,1
Male,Greater than 45,African-American,0,0,0,0.0,-1.0,F,"Poss3,4 Methylenedioxymethcath",0,0,,0,Low,0
