sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Female,25 - 45,Other,0,0,0,4.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Felony Battery,4,Low,1
Female,Greater than 45,African-American,0,1,0,3.0,-1.0,F,Battery on Law Enforc Officer,1,0,Operating W/O Valid License,3,Medium,1
Female,25 - 45,African-American,0,0,0,0.0,-1.0,F,arrest case no charge,0,0,,0,Low,0
Male,Less than 25,African-American,0,0,0,6.0,-1.0,M,Assault,1,1,Battery,6,Low,1
Female,25 - 45,Other,0,0,0,2.0,-1.0,F,Criminal Mischief Damage <$200,1,0,Possess Cannabis/20 Grams Or Less,2,Low,1
Male,25 - 45,Caucasian,0,0,0,0.0,0.0,M,Driving Under The Influence,1,0,,0,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,0,0,,0,Low,0
Male,Less than 25,Other,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Female,Less than 25,Native American,0,0,0,9.0,0.0,F,arrest case no charge,1,1,False Reports,9,High,1
Male,Greater than 45,Native American,0,0,0,0.0,-1.0,F,Possession Of Heroin,0,0,,0,Low,0
Male,Greater than 45,African-American,0,0,0,19.0,0.0,F,Poss Pyrrolidinobutiophenone,0,0,Fail Register Career Offender,19,High,1
Male,Less than 25,Hispanic,0,0,0,0.0,0.0,F,Failure To Return Hired Vehicle,1,0,Fail Change Address On Veh Reg,0,Medium,1
Male,25 - 45,Other,0,1,0,14.0,-1.0,M,Battery,1,0,Driving License Suspended,14,High,1
Male,25 - 45,Other,0,0,0,5.0,-1.0,F,arrest case no charge,1,1,Battery,5,High,1
Female,25 - 45,Native American,0,0,0,2.0,-1.0,F,Possession Of Alprazolam,0,0,,2,Low,0
Female,Less than 25,Caucasian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Asian,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,0,0,,0,Low,0
Female,25 - 45,Asian,0,0,0,2.0,-1.0,M,Assault,1,0,Prowling/Loitering,2,Medium,1
Male,25 - 45,Hispanic,0,0,0,1.0,-1.0,F,Crimin Mischief Damage $1000+,0,0,,1,Low,0
Male,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Burglary Conveyance Unoccup,0,0,,0,High,0
Male,Less than 25,Other,0,2,0,2.0,-1.0,F,Poss Pyrrolidinovalerophenone,1,0,Possess Cannabis/20 Grams Or Less,2,High,1
Male,Greater than 45,Hispanic,0,0,1,1.0,-1.0,F,arrest case no charge,0,0,,1,High,0
Female,Less than 25,African-American,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
