sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,Greater than 45,Other,0,0,0,1.0,-2.0,F,Poss Cocaine/Intent To Del/Sel,1,0,Lewd/Assignation/Prostitution,1,Low,1
Male,Greater than 45,Asian,0,0,0,3.0,-1.0,F,Felony Driving While Lic Suspd,1,0,,3,Medium,0
Female,25 - 45,Caucasian,0,0,0,1.0,-1.0,M,Battery,1,1,Battery,1,Low,1
Male,Less than 25,Asian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Female,25 - 45,Caucasian,0,0,0,13.0,27.785020091689013,F,arrest case no charge,1,0,Petit Theft,14,Medium,1
Female,25 - 45,Caucasian,0,0,0,15.0,-1.0,M,Kidnapping / Domestic Violence,1,1,Battery,15,High,1
Female,25 - 45,Asian,0,0,0,4.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Drink Near Licensed Establishm,4,Medium,1
Male,Less than 25,Native American,0,0,0,0.0,-1.0,F,Lewd/Lasciv Molest Elder Persn,0,0,,0,Low,0
Male,Less than 25,Asian,0,0,0,1.0,-1.0,F,arrest case no charge,0,0,,1,Low,0
Female,Greater than 45,Hispanic,0,0,0,0.0,-1.0,F,Grand Theft in the 3rd Degree,1,0,Procure Person Und 18/Prostitu,0,High,1
Female,25 - 45,Caucasian,0,0,0,0.0,-1.0,F,Possession of Cannabis,0,1,Felony Battery (Dom Strang),0,Medium,1
Male,Less than 25,Other,4,0,1,13.0,-1.0,F,arrest case no charge,1,0,Driving License Suspended,13,Low,1
Male,Greater than 45,Native American,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,25 - 45,Other,0,0,0,16.0,-1.0,F,Traffic Counterfeit Cred Cards,1,0,,16,Medium,1
Female,Greater than 45,Native American,0,0,0,1.0,0.0,M,Possession of Oxycodone,0,0,,1,Low,0
Female,Less than 25,African-American,0,0,0,7.0,-1.0,F,Felony Driving While Lic Suspd,1,0,Operating W/O Valid License,7,Medium,1
Male,Greater than 45,Asian,0,0,0,0.0,-1.0,F,Grand Theft (Motor Vehicle),0,0,,0,Low,0
Male,Greater than 45,Asian,0,0,0,0.0,-1.0,F,Battery,0,0,,0,Low,0
Male,Greater than 45,Asian,0,0,0,6.0,-1.0,M,Conspiracy Dealing Stolen Prop,1,0,Use of Anti-Shoplifting Device,6,Medium,1
Male,Greater than 45,Asian,0,0,0,0.0,-1.0,M,Battery,0,0,,0,Low,0
Male,Less than 25,Other,0,0,0,2.0,-1.0,M,Battery,1,0,Lewd/Assignation/Prostitution,2,Low,0
Male,Less than 25,Asian,0,1,0,1.0,-1.0,F,Possession of Cocaine,0,0,,1,Medium,0
Female,Less than 25,African-American,0,0,1,1.0,0.0,F,Grand Theft (Motor Vehicle),1,0,Driving License Suspended,1,Medium,1
Female,25 - 45,Caucasian,0,0,0,2.0,-15.0,F,arrest case no charge,1,1,Throw Deadly Missile Into Veh,2,Low,1
Male,Less than 25,Asian,0,0,0,0.0,-1.0,F,Possession Burglary Tools,0,0,,0,Low,0
Male,Less than 25,Asian,0,0,0,0.0,-3.0,M,Pos Cannabis W/Intent Sel/Del,0,0,,0,Low,0
Female,Less than 25,African-American,0,0,0,1.0,0.0,F,Uttering Forged Bills,1,0,Operating W/O Valid License,1,Low,1
Male,Greater than 45,Asian,0,0,0,0.0,-1.0,F,Possession Burglary Tools,0,0,,0,Low,0
Male,Less than 25,Asian,0,0,0,0.0,-2.0,F,Burglary Structure Occupied,0,0,,0,Low,0
