sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count1,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,r_charge_desc,priors_count2,score_text,two_year_recid
Male,Less than 25,Other,0,0,0,2.0,0.0,F,Oper Motorcycle W/O Valid DL,1,0,Petit Theft $100- $300,2,Medium,1
Male,25 - 45,African-American,0,0,0,6.0,0.0,F,Battery On A Person Over 65,1,0,,6,Medium,0
Male,25 - 45,Asian,0,0,0,7.0,-1.0,F,Carrying A Concealed Weapon,1,0,,7,Low,0
Male,Less than 25,Caucasian,0,0,0,1.0,-1.0,M,Poss of Firearm by Convic Felo,1,0,Petit Theft,1,Low,1
Male,25 - 45,Native American,1,1,0,20.0,0.0,F,Deliver Cocaine 1000FT Park,0,0,,20,High,0
Female,Greater than 45,African-American,0,0,0,0.0,-1.0,M,Felony DUI - Enhanced,1,0,Felony Petit Theft,0,High,1
Male,25 - 45,Caucasian,0,0,0,1.0,-1.0,F,Obstruct Officer W/Violence,1,0,Aggravated Assault W/dead Weap,1,Medium,1
Male,Less than 25,Other,0,0,0,1.0,-1.0,M,Petit Theft $100- $300,1,0,Possess Cannabis/20 Grams Or Less,1,Medium,1
Male,Less than 25,Native American,0,0,0,1.0,0.0,F,Agg Battery Grt/Bod/Harm,0,0,,1,Low,0
Female,Greater than 45,Native American,0,0,0,0.0,-1.0,F,Tampering with a Victim,0,1,Felony Battery (Dom Strang),0,Low,0
Male,25 - 45,African-American,0,0,0,12.0,0.0,F,Possession Of Methamphetamine,0,0,Grand Theft in the 3rd Degree,12,High,1
Male,Less than 25,Native American,0,0,0,20.0,0.0,F,Possession of Cocaine,1,0,Trespass Struct/Conveyance,19,Medium,1
Male,25 - 45,Other,0,0,0,1.0,-1.0,M,False Motor Veh Insurance Card,1,0,Driving License Suspended,1,Low,0
Female,Greater than 45,Other,0,0,0,0.0,-1.0,F,Tampering with a Victim,1,0,Unlaw LicTag/Sticker Attach,0,Low,1
